TS = 282951493, TJ = 7754183
TS = 279167241, TJ = 14077741
TS = 325905027, TJ = 32239083
TS = 260956462, TJ = 41138401
TS = 108122224, TJ = 95039245
TS = 182799664, TJ = 47336121
TS = 264759863, TJ = 39839698
TS = 90359712, TJ = 138851651
TS = 263821653, TJ = 48364060
TS = 209138858, TJ = 66932204
TS = 254128946, TJ = 60142457
TS = 169366138, TJ = 159875377
